sr. no.,Country,text,timestamp,tweet_url,likes,retweets,Related to Covid,Tweet Type,Tweet Sub-Type
1976,Spain,This morning the inter-ministerial committee for evaluation and monitoring of #coronavirus meets again. Spain has a strong health system and an alert and detection network with professional experts who work from the first minute following the recommendations of the WHO.,2020-02-01 08:37:55,/sanchezcastejon/status/1223525875523760134,2134,624,Yes,Action,Message that the government is working
1977,Spain,"In #Beja, Portugal, at the Summit in support of EU cohesion policy. The Government of Spain defends sufficiently endowed cohesion funds and a #PAC that allow it to face challenges such as demographics or the fight against the climate crisis. # FriendsOfCohesionpic.twitter.com / AEKQdxcnjY",2020-02-01 13:17:21,/sanchezcastejon/status/1223596197409103872,1172,266,No,,
1978,Spain,"My solidarity and support for the injured people in #Streatham, south of #London, and their families. The unity of the entire international community makes us strong against barbarism. Standing firm against the unreason of terrorism.https: //twitter.com/BorisJohnson/status/1224000347645063174…",2020-02-02 16:44:29,/sanchezcastejon/status/1224010712512593920,802,183,No,,
1979,Spain,"Today the Congress of Deputies begins the #XIVLegislatura. Let's build from the agreement, let's make politics a useful tool to improve people's lives. Dialogue to legislate for the benefit of the social majority and address the transformations that Spain needs.pic.twitter.com/dXL4IjMM05",2020-02-03 12:40:32,/sanchezcastejon/status/1224311708178698240,1266,461,No,,
1980,Spain,"Very attentive to the operation established to make the landing of the Air Canada flight. All professionals at Barajas Airport, emergency services and FCSE are prepared and highly trained to guarantee security in this type of incident. Https://twitter.com/aena/status/1224379900716625920…",2020-02-03 17:46:33,/sanchezcastejon/status/1224388718158589952,1837,345,No,,
1981,Spain,"I have met with the Association of Chinese in Spain to convey our solidarity and support to the #coronavirus outbreak in you r country. We regret the possible stigmatization that the Chinese community may be suffering. People are not a virus, xenophobia is. Pic.twitter.com / K9emwmix1g",2020-02-04 18:07:10,/sanchezcastejon/status/1224756296022482946,2639,1308,Yes,Other,Talking against xenophobia
1982,Spain,"Strong ties unite Spain and Argentina, @alferdez. Now, both progressive governments also share objectives such as action in the face of a climate emergency, the fight for real equality between men and women or adaptation to the digital environment. Https://twitter.com/alferdez/status/1224717156191023104…",2020-02-04 19:26:41,/sanchezcastejon/status/1224776305079652352,2062,366,No,,
1983,Spain,"Today, farmers and ranchers are concentrated in Madrid in the face of the crisis in the sector. The Government is firmly committed to our field, to the future of the agri-food sector, to the families and peoples that live from it. We will not look the other way.",2020-02-05 11:10:33,/sanchezcastejon/status/1225013838325669888,2572,1409,No,,
1984,Spain,"The next EU budget must be endowed with cohesion funds for convergence between regions, supporting sustainable agriculture in the face of demographic challenges and promoting a just ecological transition. This is how I defended it in my meeting today with @ eucopresident.pic.twitter.com / uqHfHmspq7",2020-02-05 17:12:03,/sanchezcastejon/status/1225104813303717890,629,320,No,,
1985,Spain,"Barcelona is one of the best places for talent and economic activity. Meeting with @BarcelonaGlobal, I have transferred the Government's commitment to the city and its metropolitan area. Digitization and #Ecological Transition are opportunities that we must take advantage of. Pic.twitter.com/75HzSw2EBe",2020-02-06 17:55:24,/sanchezcastejon/status/1225478110021373952,505,168,No,,
1986,Spain,"Productive meeting with Camil Ros and Javier Pacheco, leaders of @ugtcatalunya and @ccoocatalunya. With them I have addressed the situation of the automotive sector and the need to seek great consensus on issues such as labor rights, pensions or the Toledo Pact. Pic.twitter.com/afpR6sp3LR",2020-02-06 18:43:10,/sanchezcastejon/status/1225490130514870275,384,164,No,,
1987,Spain,This afternoon I also spoke with representatives of @pimec and we agreed on the need to start a path of dialogue and budgets that give way to stability. We have to face the real and urgent demands of society and its business fabric.pic.twitter.com/mACNVnNs04,2020-02-06 20:02:42,/sanchezcastejon/status/1225510147440730112,375,151,No,,
1988,Spain,"He was 41 years old. Lorena was going to go to work like every day in # Gijón. But the cruelty of #ViolenceDeGender destroyed his life last Monday. Enough already. They are murders, sexist crimes that reaffirm our commitment to eradicate this scourge. My love for your family.https: //twitter.com/DelGobVG/status/1225386194663591937…",2020-02-06 20:26:33,/sanchezcastejon/status/1225516150118899712,1069,326,No,,
1989,Spain,"43 years ago, he killed 5 people in the Atocha attack. A massacre that could not stop the desire for freedom of an entire society. Today Democracy and Justice triumph again. Today one of his assassins, Carlos García Juliá, arrives in Madrid after being extradited by Brazil.https: //twitter.com/La_SER/status/1225671785565343744…",2020-02-07 07:23:46,/sanchezcastejon/status/1225681541860212736,3077,1107,No,,
1990,Spain,"Meeting with @FomentTreball, listening to the demands of Catalan business and industry, and their commitment to the Pyrenees-Barcelona Winter Games by 2030. We share the importance of political and economic stability to generate confidence, investment and employment.pic.twitter. com / r9wPsIk5ED",2020-02-07 12:18:34,/sanchezcastejon/status/1225755733221920770,349,129,No,,
1991,Spain,"Meeting with Nuria Marín, president of @diba. The coordination work of the provincial councils is vital for the development of cities and provinces. Today, the Government of Spain and the Barcelona Provincial Council sign an agreement to promote renewable energy in various municipalities pic.twitter.com/F8gZJeFBLm",2020-02-07 12:46:09,/sanchezcastejon/status/1225762672983134213,480,206,No,,
1992,Spain,"This must be the Government that from the present works for the future of our young people, they are the great pagans of precariousness, exclusion and poverty caused by the crisis and cuts. For the future of our sons and daughters pic.twitter.com/ddclKK7sqB",2020-02-08 15:06:19,/sanchezcastejon/status/1226160335029178369,2028,1268,No,,
1993,Spain,"Today two women have been murdered in Lugo and Granada. Ten sexist murders so far this year. In total 1,043 since 2003. UNBEARABLE. We will not stop until we end the barbarism of # ViolenciadeGender. My hug and solidarity for your families and friends. # NiUnaMenospic.twitter.com / mxiAAuz68z",2020-02-08 21:56:14,/sanchezcastejon/status/1226263492635828224,2342,1725,No,,
1994,Spain,We cannot speak of economic and financial stability without social stability. The objective of the Government of Spain is to reinforce social dialogue to guarantee sustainable and inclusive growth. This is the interview with @NadiaCalvino on @FT: https: //www.ft.com/content/eca7fa7a-4835-11ea-aee2-9ddbdc86190d…,2020-02-09 11:27:18,/sanchezcastejon/status/1226467604124065793,860,353,No,,
1995,Spain,"Champions! Congratulations @FCBfemeni! 
Spain, once again, proud of our women's sport, of its courage, greatness and teamwork. Bravo for this #SupercopaFemenina .https: //twitter.com/culturagob/status/1226498836434124802…",2020-02-09 13:57:23,/sanchezcastejon/status/1226505377157713921,782,119,No,,
1996,Spain,"The worst outcome for two months of struggle. It leaves us a journalist and columnist of great talent, scathing and intelligent. My hug to your family, friends and colleagues of @elmundoes. Until always, Gistau.https: //amp.elmundo.es/television/medios/2020/02/09/5e40769cfdddff108c8b464c.html? __Twitter_impression = true…",2020-02-09 22:01:13,/sanchezcastejon/status/1226627137484001280,1796,185,No,,
1997,Spain,"""Parasites"" has made history at # Oscars2020. Pedro Almodóvar, @antoniobanderas and Sergio Pablos with ""Klaus"", too. Thank you for the glory of taking Spanish cinema to the top. Thank you for making us dream one more night. # OrgullososDelCineEspañolpic.twitter.com / jPrGASLWby",2020-02-10 07:21:38,/sanchezcastejon/status/1226768169978802176,2230,507,No,,
1998,Spain,"Carlos Rojas leaves us. National Narrative Prize, Nadal Prize and Planeta Prize, he knew how to masterfully combine history and literature to outline in his works the memory of a country that was opening up to democracy. My hug to your family and friends. Https://elpais.com/ccaa/2020/02/09/catalunya/1581286769_705679.html…",2020-02-10 11:57:17,/sanchezcastejon/status/1226837537320292353,473,106,No,,
1999,Spain,"We received with great sadness the news of the death of Diana Garrigosa, wife of Pasqual Maragall. It leaves us with a strong woman who dedicated her last years to promoting research to prevent Alzheimer's. A sincere hug, Pasqual. A kiss to the whole family. DEP.https: //twitter.com/LaVanguardia/status/1226954619135438854…",2020-02-10 20:21:19,/sanchezcastejon/status/1226964384188129286,1363,129,No,,
2000,Spain,"Thirty years ago, Nelson Mandela was released after spending 27 years in prison for fighting apartheid. He said that education is the most powerful weapon to change the world. He made it. His commitment to equality and human rights changed the lives of millions of people pic.twitter.com/cdQ0KOLEdd",2020-02-11 09:13:04,/sanchezcastejon/status/1227158601766178816,2454,668,No,,
2001,Spain,"This afternoon I received in La Moncloa Carlos Lesmes, President of the Supreme Court and of @PowerJudicialEs. During our meeting, he gave me the annual reports of the high court and the CGPJ.pic.twitter.com/SVh74jFz0a",2020-02-12 17:15:13,/sanchezcastejon/status/1227642327130353668,383,194,No,,
2002,Spain,"A hug, Sabina. I trust that everything will be a scare and we will soon enjoy you on stage again. A lot of strength, maestro.https: //elpais.com/cultura/2020/02/12/actualidad/1581539002_953763.amp.html? __Twitter_impression = true…",2020-02-12 21:12:21,/sanchezcastejon/status/1227702000420343809,2790,265,No,,
2003,Spain,"The @ComisionEuropea improves its growth forecasts for Spain in 2020 and 2021, in line with the Government's estimates. Our country will continue to grow above the average for the euro area. Let's continue working for sustainable growth that reaches everyone. Https://twitter.com/_minecogob/status/1227903741006925824 ...",2020-02-13 11:04:26,/sanchezcastejon/status/1227911401198493696,631,282,No,,
2004,Spain,"We regret the cancellation of the Mobile World Congress, a decision that, according to experts and available information, does not respond to reasons of public health in Spain. We celebrate the decision of the organization, which maintains Barcelona as the venue for future editions. Https://twitter.com/desdelamoncloa/status/1227925792052649989…",2020-02-13 12:03:27,/sanchezcastejon/status/1227926252830568449,1887,1477,Yes,Other,General update on covid
2005,Spain,"I endorse the call from the 4 main Groups in the EP for an ambititous #EUBudget that meets the expectations of our citizens, provides the necessary funds for agriculture & cohesion policies, while advancing the new priorities.
The letter to @eucopresident: http://socsde.ms/Zop pic.twitter.com/M5xvyqGDkA",2020-02-13 20:08:36,/sanchezcastejon/status/1228048348164370432,357,135,No,,
2006,Spain,"A project for # LaEspañaQueQueremos around 6 major transformations:
Improving the competitiveness of our economy
Digitization
Just ecological transition
Gender equality and civil rights
Social justice
Dialogue and territorial cohesionpic.twitter.com/P1Czf1PLwN",2020-02-15 11:32:18,/sanchezcastejon/status/1228643189499793408,555,355,No,,
2007,Spain,"His studies help us to better understand the world in which we live in order to continue advancing. Congratulations to Valentín Fuster, Ángela Nieto, Susana Marcos, Manuel Carreiras and Mercedes García-Arenal, National Research Awards 2019. Thank you for your work! Https: //twitter.com/CienciaGob/status/1229360127544889346…",2020-02-17 19:21:48,/sanchezcastejon/status/1229486121249275904,511,144,No,,
2008,Spain,"The Government's effort to clean up the accounts of our country pays off. Spain reduced its #public debt to 95.5% of GDP in 2019, comfortably improving the target set. This is the largest annual reduction in more than a decade. We continue working.https: //twitter.com/_minecogob/status/1229698400196661250…",2020-02-18 11:47:08,/sanchezcastejon/status/1229734089441325056,1573,814,No,,
2009,Spain,"The names of the victims and the poems of Miguel Hernández will never be erased from our memory, even if they try. There are many men and women who know that keeping that memory alive is the best way to prevent barbarism from repeating itself.https: //www.eldiario.es/madrid/Ay Ayuntamiento-acompanar-memorial-franquismo-Almudena_0_995651265.html…",2020-02-18 16:10:56,/sanchezcastejon/status/1229800475819696128,7063,1389,No,,
2010,Spain,"Congratulations @susanadiaz, for the best of the news! Enjoy little Rocío. A hug for the whole family.https: //elpais.com/elpais/2020/02/18/gente/1582039559_373885.amp.html? Ssm = TW_CM & __ twitter_impression = true…",2020-02-18 17:44:34,/sanchezcastejon/status/1229824038727569410,1376,219,No,,
2011,Spain,"He was 36 years old and had a minor son. I had dreams, projects, a life. He is the latest mortal victim of #ViolenciaMachista barbarism. We need more firmness, more unity, more action. And we will. Because we want you free and alive. All my love for your family.https: //twitter.com/DelGobVG/status/1229751859033858048 …",2020-02-18 20:53:10,/sanchezcastejon/status/1229871502478204929,1451,525,No,,
2012,Spain,"Fernando Morán took the first steps on the road from Spain to Europe. With him as foreign minister, our country joined the EEC. Its principles and its deep Europeanism leave us an indelible legacy. Today is a sad day for @PSOE. My love for your family. https://twitter.com/PSOE/status/1230056530319478784…",2020-02-19 09:38:49,/sanchezcastejon/status/1230064183565262853,992,211,No,,
2013,Spain,"Our solidarity with the German people and with the families of the victims of the terrorist attack perpetrated last night in Hanau. Let's be firm against hatred and xenophobia. Let us work together in the defense of European values, for coexistence and respect for diversity.",2020-02-20 09:53:49,/sanchezcastejon/status/1230430346610647040,2721,651,No,,
2014,Spain,"Without #SocialJustice progress is impossible. Advancing in rights and freedoms, fighting any type of discrimination and achieving full equality are the guides of our government action. To win the future without leaving anyone behind. # WorldJusticeSocialPic.twitter.com / L5siexwsPO",2020-02-20 11:28:48,/sanchezcastejon/status/1230454249986850816,580,299,No,,
2015,Spain,Meeting with colleagues from @PES_PSE prior to the #EUCO meeting. We defend a strong and well-financed CAP and cohesion policies as essential instruments to structure the territory and face the challenges of the EU today and in the future. Pic.twitter.com/xkfy07fsII,2020-02-20 13:15:13,/sanchezcastejon/status/1230481030294929408,377,190,No,,
2016,Spain,"Meeting in Brussels with the Prime Minister of Italy, @GiuseppeConteIT, weaving formulas to advance the negotiation of the multiannual financial framework. We are working for the ambitious budget that Europe needs to face future challenges. #EUCO # EUbudgetpic.twitter.com / p8oB7DcSxD",2020-02-21 11:23:09,/sanchezcastejon/status/1230815216952397824,427,130,No,,
2017,Spain,"Intense activity of meetings in Brussels within the framework of #EUCO, also with the leaders of the Friendly Countries of Cohesion. A strong and effective cohesion policy is essential to eliminate regional and social inequalities within the EU. It is our priority pic.twitter.com/pJuPXZ3OZ6",2020-02-21 12:32:06,/sanchezcastejon/status/1230832567831711746,342,107,No,,
2018,Spain,"Frank and sincere conversation with my friend Stefan Löfven, @SwedishPM. I am convinced that countries with different points of view can reach agreements to build a fairer, greener and stronger Europe.
#EUCO # EUBudgetpic.twitter.com / 21UPrW8Xms",2020-02-21 15:01:48,/sanchezcastejon/status/1230870239807778816,421,168,No,,
2019,Spain,"We must move towards a fairer, more redistributive tax system that is adapted to the new models of the digital economy. Spain is a modern country and cannot be anchored in tax systems of the last century. It is urgent to act quickly, to act together. Tribuna de @NadiaCalvino https://twitter.com/NadiaCalvino/status/1231097759949873154…",2020-02-22 08:24:29,/sanchezcastejon/status/1231132642474647552,543,374,No,,
2020,Spain,Charging the same for equal work is a claim as logical as it is fair and yet today women continue to endure a #Wage Gap that is the sum of many discriminations. We are already working with all the instruments to achieve # Salary Equality. It is urgent.pic.twitter.com/5T2s30hj1U,2020-02-22 09:31:20,/sanchezcastejon/status/1231149463118458881,1586,1851,No,,
2021,Spain,Very educational here @astro_duque for @laresistenciahttps: //twitter.com/astro_duque/status/1231135910890233857…,2020-02-22 12:13:29,/sanchezcastejon/status/1231190271863468032,1916,148,No,,
2022,Spain,"Today we remember Fernando Buesa, all the victims of the barbarism of terrorism, all the agents who lost their lives fighting against ETA or protecting those who lived threatened by the criminal gang. Always in our memory.https: //twitter.com/Fundacion_Buesa/status/1231134050028589056…",2020-02-22 15:01:48,/sanchezcastejon/status/1231232629116211200,1708,2666,No,,
2023,Spain,"Dear Quaden, I do want a fairer world. For you, for everyone. That's why I'm in politics, to transform it. For you not to be bullied. Trust me, your life inspires us all. I send you a kiss from Spain to you and to your family.pic.twitter.com/rFGF0fUrua",2020-02-22 18:11:10,/sanchezcastejon/status/1231280282503929862,4757,2300,No,,
2024,Spain,"Very attentive to the situation in the Canary Islands in the face of the haze, the strong wind and the evolution of #IFTasarte. My solidarity with all the affected neighbors and all the support for the emergency troops who are working to control the fire.",2020-02-22 21:35:45,/sanchezcastejon/status/1231331769330302977,1711,596,No,,
2025,Spain,"Tomorrow we will approve #CMin urgent measures for agriculture, fishing and food, responding to the demands of the sector. In the Interministerial Commission on Agriculture we have addressed this Royal Decree Law as a result of dialogue with the actors in the food chain. Pic.twitter.com/XXoMMNoD9p",2020-02-24 15:48:11,/sanchezcastejon/status/1231969078312611840,1484,506,No,,
2026,Spain,"Today, at the Interministerial meeting on #coronavirus. This afternoon the @sanidadgob minister will meet with #CCAA to reinforce awareness and early detection measures, in line with #UE and @WHO protocols. All confidence in the SNS and its professionals pic.twitter.com/94xDdvchl9",2020-02-25 12:32:46,/sanchezcastejon/status/1232282286910996482,614,201,Yes,Action,Message that the government is working
2027,Spain,Today we have approved in #CMin a battery of urgent measures to mitigate the difficulties that the Spanish agro-livestock sector is going through. We continue working from the dialogue to find solutions. The commitment of the Government and @mapagob is with the rural world. #FuturoAgrohttps: //twitter.com/desdelamoncloa/status/1232296256573181952…,2020-02-25 14:34:16,/sanchezcastejon/status/1232312863349334023,654,153,No,,
2028,Spain,"A little over a month ago, the #Government revalued pensions in response to the fair demands of thousands of pensioners. Today, the average pension exceeds € 1,000 / month for the first time in Spain. We continue working for the maintenance of the system, for decent # pensions. Https://twitter.com/desdelamoncloa/status/1232237898654765056…",2020-02-25 20:52:29,/sanchezcastejon/status/1232408046564970496,958,438,No,,
2029,Spain,"Machismo kills. Today it hits again. A 43-year-old woman has been killed in Aznalcóllar. He had two children. All my love for your family. We will not stop until we finish with #violencemachista, but we will only achieve it from the unity of the whole society. #NiUnaMenoshttps: //twitter.com/DelGobVG/status/1232611485978910723…",2020-02-26 11:19:11,/sanchezcastejon/status/1232626157822017542,958,489,No,,
2030,Spain,"Two sexist killings in one day, 13 in less than two months. They kill them for being women and we have to stop it with all the instruments of the State, educating in equality. My love for the family of the woman murdered in Fuenlabrada. We want you alive, free, equal. Https://twitter.com/DelGobVG/status/1232693235539116037…",2020-02-26 22:51:55,/sanchezcastejon/status/1232800489022070788,2208,1469,No,,
2031,Spain,Huge sadness when receiving the news that comes to us after the accident of the C-101 plane of the General Air Academy in La Manga (Murcia). A heartfelt hug from the entire Government to Commander Garvalena's family and to all his companions in the Eagle Patrol. D.E.P.,2020-02-27 18:36:32,/sanchezcastejon/status/1233098607890518022,1457,562,No,,
2032,Spain,"Andalusians and Andalusians are celebrating today. They celebrate that their land has the talent, energy and enthusiasm necessary to build a better future. They do so from the commitment to achieve a more just, modern and open society. Happy # DíaDeAndalucía.pic.twitter.com / c0pKf3NCtt",2020-02-28 07:07:14,/sanchezcastejon/status/1233287527416684544,2888,1453,No,,
2033,Spain,"Jordi, I understand your concern, that of people sick with #ELA and other rare diseases. I promise to continue working, from the Government and @sanidadgob, to improve the diagnosis, treatment and life of the sick and their families. We must listen to you.",2020-02-28 18:07:57,/sanchezcastejon/status/1233453802306625543,1345,354,No,,
2034,Spain,"More than 3 million people live in Spain with some rare disease. We put all our efforts into making them visible, promoting research to advance diagnoses and treatments and improve the quality of life of those who suffer from them. # WorldDayRaraspic.twitter.com / yt6gLQ6E0E",2020-02-29 08:29:33,/sanchezcastejon/status/1233670630454767616,1795,666,No,,
2035,Spain,"Today we celebrate #DiadelesIllesBalears. We celebrate the present and future of this land by moving towards progress, social justice and diversity. Congratulations to those who were born there and to those who have been welcomed by these wonderful islands! # DiaIB2020pic.twitter.com / NTgeFmR5lU",2020-03-01 08:26:21,/sanchezcastejon/status/1234032214964346880,1069,656,No,,
2036,Spain,"I wait for you at the Palacio de Congresos Europa in Vitoria-Gasteiz, at the presentation of the candidacy of @IdoiaMendia to the Lehendakaritza, at 12:00. You can also follow it live at https://twitter.com/PSOE/status/1234047034094686209…",2020-03-01 09:43:28,/sanchezcastejon/status/1234051618762563584,463,196,No,,
2037,Spain,"Meeting with @GuyRyder, CEO of @OITnews. Spain will sign Convention 190 to combat violence and harassment at work. I have also conveyed to you our desire to have the ILO's experience in drafting the new Workers' Statute. Pic.twitter.com/bVxIS2jCIP",2020-03-02 15:10:44,/sanchezcastejon/status/1234496368447758336,406,134,No,,
2038,Spain,"Again a murdered woman. This time in Posadas, Córdoba. There are already 1047 victims of #ViolenciaMachista since 2003 and we are fed up, fed up with counting them. We will not rest until we eradicate machismo from our society. All my love to your family and friends.https: //twitter.com/DelGobVG/status/1234515166051676160…",2020-03-02 18:07:58,/sanchezcastejon/status/1234540969866997763,1019,519,No,,
2039,Spain,"Meeting with the board of directors of @AnfacAutomovil. We agree on the need to provide certainty to the future of the sector and reaffirm our commitment to technological development, the transition towards sustainable mobility, decarbonisation and quality employment. Pic.twitter.com/sRtCa845WX",2020-03-02 18:52:41,/sanchezcastejon/status/1234552223696379905,357,199,No,,
2040,Spain,"The data of affiliation to Social Security leave us the best February since 2015. Employment grows by 85,735 people, unemployment and the proportion of temporary contracts decrease. New historical maximum of affiliated women. We continue to make progress in creating quality employment.https: //twitter.com/desdelamoncloa/status/1234783839857369088…",2020-03-03 17:17:33,/sanchezcastejon/status/1234890669149257728,1027,316,No,,
2041,Spain,"Thanks to all the professionals of the @sanidadgob Health Alert and Emergency Coordination Center, your work transmits calm and security to society. We will continue to work in coordination between the different administrations and the EU against # Coronavirus.pic.twitter.com / RByzlADwNc",2020-03-04 11:06:11,/sanchezcastejon/status/1235159600061730816,952,344,No,,
2042,Spain,"The @Senadoesp approves the budgetary stability objectives and the path for the period 2021-2023.
We are moving towards new PGEs that respond to the real needs of citizens, promoting the welfare state and social justice. We continue! # SendaDeFuturopic.twitter.com / zQO8684hTK",2020-03-04 18:08:49,/sanchezcastejon/status/1235265957603561478,914,314,No,,
2043,Spain,My condolences to the families of the deceased with coronavirus in Euskadi and Valencia and my solidarity with the people affected by this virus. We have a great healthcare system and excellent professionals who are working tirelessly on its early detection and treatment.,2020-03-04 19:26:46,/sanchezcastejon/status/1235285574648582145,3411,1242,Yes,Other,Empathizing with those affected / Mourning the loss of lives
2044,Spain,"Disgusting.
My most resounding condemnation and all my solidarity with comrade @Adrilastra and with all the women who daily have to endure machista attacks like this. Facing the extreme right, feminism. Feminism to be FREE, feminism to be EQUAL.https: //twitter.com/PSOE/status/1235250583293947905…",2020-03-04 20:10:27,/sanchezcastejon/status/1235296569395642373,5107,1573,No,,
2045,Spain,"We will only be a full democracy when we achieve real equality between women and men. We are a #Feminist Government for a feminist Spain, for a Spain of #LIBRES and equal women.
Go ahead, because your fight is unstoppable.
# DíaInternacionalDeLaMujer
# 8Mpic.twitter.com / 2RH5EKWelr",2020-03-08 08:04:01,/sanchezcastejon/status/1236563309475827714,4929,1945,No,,
2046,Spain,"Long live the women's struggle!
# DíaInternacionalDeLaMujer
#MujeresIgualesyLibres
# 8M
https://twitter.com/PSOE/status/1236560890838777856…",2020-03-08 10:36:03,/sanchezcastejon/status/1236601568394436609,2745,843,No,,
2047,Spain,"This morning I attend the #Coronavirus Monitoring Committee. My recognition to the health professionals, especially in the Autonomous Communities of Madrid, the Basque Country and La Rioja that are making a great effort. Their work is a reflection of our solid National Health System.",2020-03-09 08:51:52,/sanchezcastejon/status/1236937738814881794,2036,2003,Yes,Action,Message that the govt. is tackling the crisis well
2048,Spain,"A 38-year-old woman has been killed by her partner in #Valencia. He shot her dead. We need the firm commitment of the entire society to end #ViolenciaMachista. There is no room for half measures. It is urgent, because they are killing them. #NiUnaMenoshttps: //twitter.com/DelGobVG/status/1236933228260360193…",2020-03-09 15:21:48,/sanchezcastejon/status/1237035867186892801,1133,588,No,,
2049,Spain,"Throughout the day I have maintained telephone contact with Angela Merkel and @GiuseppeConteIT, as well as with the President of the European Commission, @vonderleyen, and with the @eucopresident, Charles Michael, to coordinate strategies against the #coronavirus.",2020-03-09 19:29:55,/sanchezcastejon/status/1237098306687373312,1694,2195,Yes,International,Discussion with leaders and call for international effort
2050,Spain,"It is 16 years since the worst attack in our history. The victims, those who lost their lives and those who live with horror every day, remain in our memories. Today and always. Memory so that the barbarism is not repeated. # 11Marzopic.twitter.com / ojzHQK8Lkd",2020-03-11 08:56:51,/sanchezcastejon/status/1237663767258857472,2323,417,No,,
2051,Spain,"Today the #CMIN meets to approve measures of the Shock Plan in response to # COVID19. The Government, in coordination with the Autonomous Communities, will do what is necessary, when and where it is necessary. Together we have to #FrenarLaCurvahttps: //twitter.com/eucopresident/status/1237984674384957445…",2020-03-12 07:45:37,/sanchezcastejon/status/1238008228576927746,1801,1912,Yes,Action,Message that the government is working
2052,Spain,"The Government works tirelessly to give the best possible response, in the health and economic fields, together with all the social partners, to minimize the effects of # COVID19. Together we will achieve it.https: //twitter.com/desdelamoncloa/status/1238215529980190722…",2020-03-12 21:35:34,/sanchezcastejon/status/1238217094061318145,1455,1184,Yes,Action,Message that the government is working
2053,Spain,"Yesterday the murder of a woman in Abanto (Vizcaya) was confirmed as # ViolenciaDeGender, last Wednesday. The killer also killed his daughter. Unbearable. We will continue fighting #ViolenciaMachista, until it is eradicated, with all the instruments of the State. #NiUnaMenoshttps: //twitter.com/DelGobVG/status/1238107663982084096…",2020-03-13 08:44:36,/sanchezcastejon/status/1238385462043119616,1763,891,No,,
2054,Spain,"Thank you from the bottom of my heart to each and every health professional. You are an example of heroism, dedication and work. Today, the entire country applauds you. #AplausoSanitario #EsteVirusLoParamosUnidos https: //twitter.com/La_SER/status/1238933301395685376…",2020-03-14 21:41:37,/sanchezcastejon/status/1238943389502103554,13965,1087,Yes,Positivity,Thanking healthcare workers
2055,Spain,I have contacted by videoconference with the presidents of the Autonomous Communities and autonomous cities. All join the call for unity of action to defeat # COVID19 and they will act in their territories with responsibility and loyalty in the application of the RD of the State of Alarm.,2020-03-15 14:39:58,/sanchezcastejon/status/1239199666824192005,5707,1710,Yes,Action,Message that the government is working
2056,Spain,I have spoken with @pablocasado_. I have conveyed to him the importance of maintaining unity of action against # COVID19 and I have announced that on Wednesday I will appear at @Congreso_Es to report on the RD of the Statement of the State of Alarm. #EsteVirusLoParamosUnidos,2020-03-16 13:09:45,/sanchezcastejon/status/1239539350590939137,3743,1805,Yes,Action,Message that the government is working
2057,Spain,"# G20 leaders are prepared and must assume a leadership role in the face of the serious international health and economic crisis caused by # COVID19. So I have transmitted it today to your current president, the crown prince of Saudi Arabia. #EsteVirusLoParamosUnidos",2020-03-16 20:26:36,/sanchezcastejon/status/1239649289326014464,1382,553,Yes,International,Discussion with leaders and call for international effort
2058,Spain,"We work tirelessly to stop # COVID19. This afternoon I also spoke with the director of the #OMS, @DrTedros, we are both committed to strengthening coordination, collaboration and permanent communication in the fight on a Spanish and global scale against the coronavirus.",2020-03-16 21:20:00,/sanchezcastejon/status/1239662725292269572,3340,2044,Yes,International,Discussion with leaders and call for international effort
2059,Spain,"Friend Antonio, people of Portugal. Together we make this decision to take care of ourselves and to take care of our compatriots. We will win # COVID19 with everyone's effort. And when everything happens, we will embrace each other again as brother countries that we are. #EsteVirusLoParamosUnidoshttps: //twitter.com/antoniocostapm/status/1239679050622345218…",2020-03-17 13:27:43,/sanchezcastejon/status/1239906261736579072,4620,565,Yes,International,Discussion with leaders and call for international effort
2060,Spain,Today we have approved an injection of 30 million euros to boost the development of a vaccine or a cure for # COVID19. Our gratitude to the researchers who work tirelessly to stop this health emergency. #EsteVirusLoParamosUnidoshttps: //twitter.com/CienciaGob/status/1239959899204800512…,2020-03-17 19:32:10,/sanchezcastejon/status/1239997975994261505,1664,417,Yes,Action,Announcing set of actions / guidelines
2061,Spain,"#UE is more united than ever against # COVID19. Today we have met in videoconference at #EUCO. We show our commitment to end this health emergency together, with all the resources and measures necessary to minimize its economic and social impact.pic.twitter.com/l4KSUfZi4z",2020-03-17 20:48:12,/sanchezcastejon/status/1240017110312591360,894,316,Yes,International,Discussion with leaders and call for international effort
2062,Spain,"These are times of responsibility, solidarity and unity of action of all the institutions of the #UE. The ECB approves a € 750,000 million program to protect our citizens, our economies. We will do whatever it takes. We will make it. #EsteVirusLoParamosUnidos",2020-03-19 08:35:01,/sanchezcastejon/status/1240557377549676545,3818,2216,Yes,International,General update on covid
2063,Spain,"This Sunday I will meet again by videoconference with the regional presidents. We work tirelessly to reinforce all the lines of coordination and collaboration with the Autonomous Communities in front of # COVID19. Today, meeting of the Technical Management Committee. # EsteVirusLoParamosUnidospic.twitter.com / nqVkkpRgpi",2020-03-19 10:58:21,/sanchezcastejon/status/1240593447683346432,1017,885,Yes,Action,Message that the government is working
